person_id,name,role,community,age
53,Marco Ferrari,Peripheral,0,27
54,Mario Ricci,Peripheral,0,62
55,Marco Ricci,Peripheral,0,50
56,Salvatore Romano,Peripheral,0,54
57,Francesco Ricci,Peripheral,0,33
58,Paolo Bianchi,Peripheral,0,51
59,Giovanni Greco,Broker,0,57
60,Mario Gallo,Peripheral,0,43
61,Pietro Bruno,Coordinator,0,57
62,Mario Conti,Peripheral,0,39
63,Carlo Conti,Peripheral,0,38
64,Paolo Romano,Broker,0,47
65,Giuseppe Bruno,Broker,0,47
66,Francesco Conti,Coordinator,0,37
67,Giovanni Russo,Peripheral,0,42
68,Mario Bruno,Peripheral,0,44
69,Salvatore Ricci,Coordinator,0,56
70,Francesco Ferrari,Peripheral,0,47
71,Luigi Bianchi,Peripheral,0,33
72,Paolo Bianchi,Broker,0,47
73,Domenico Esposito,Coordinator,0,57
74,Mario Rossi,Peripheral,0,25
75,Angelo Greco,Peripheral,0,63
76,Mario Rossi,Peripheral,0,52
77,Carlo Bruno,Enabler,0,55
78,Giovanni Marino,Peripheral,0,34
79,Paolo Conti,Enabler,0,35
80,Luigi Conti,Enabler,0,47
81,Giovanni Rossi,Coordinator,0,31
82,Carlo Esposito,Enabler,0,28
83,Antonio Ferrari,Enabler,0,41
84,Angelo Conti,Enabler,0,45
85,Giuseppe Vitale,Coordinator,0,48
86,Angelo Marino,Broker,0,35
87,Vincenzo Ferrari,Peripheral,0,56
88,Francesco Bruno,Peripheral,0,52
89,Vincenzo Bruno,Peripheral,0,41
90,Luigi Vitale,Peripheral,0,50
91,Paolo Vitale,Enabler,0,61
92,Domenico Russo,Peripheral,0,64
93,Luigi Romano,Enabler,0,30
94,Luigi Bruno,Peripheral,0,58
95,Domenico Rossi,Peripheral,0,47
96,Vincenzo Greco,Peripheral,0,57
97,Salvatore Vitale,Broker,0,43
98,Marco Russo,Peripheral,0,57
99,Salvatore Ricci,Peripheral,0,55
100,Francesco Vitale,Broker,0,35
101,Francesco Marino,Enabler,0,30
102,Giuseppe Ricci,Peripheral,0,57
103,Giovanni Romano,Peripheral,0,60
104,Carlo Greco,Enabler,0,29
105,Giovanni Rossi,Peripheral,0,30
106,Luigi Vitale,Peripheral,0,44
107,Francesco Ricci,Peripheral,0,51
108,Angelo Gallo,Enabler,0,45
109,Domenico Vitale,Peripheral,0,60
110,Vincenzo Bruno,Broker,0,35
111,Giovanni Ricci,Peripheral,0,62
112,Giovanni Marino,Enabler,0,28
113,Luigi Greco,Peripheral,0,28
114,Salvatore Colombo,Peripheral,0,42
115,Giuseppe Ferrari,Peripheral,0,48
116,Carlo Vitale,Coordinator,0,32
117,Vincenzo Gallo,Enabler,0,31
118,Giuseppe Rossi,Peripheral,0,61
119,Mario Ferrari,Peripheral,0,29
120,Carlo Marino,Peripheral,0,31
121,Francesco Romano,Peripheral,0,34
122,Vincenzo Marino,Peripheral,0,44
123,Francesco Greco,Enabler,0,33
124,Angelo Russo,Peripheral,0,31
125,Paolo Conti,Peripheral,0,43
126,Mario Esposito,Peripheral,0,53
127,Giuseppe Colombo,Peripheral,0,43
128,Carlo Bruno,Peripheral,0,50
129,Domenico Rossi,Peripheral,0,35
130,Pietro Russo,Peripheral,0,54
131,Angelo Bruno,Enabler,0,60
132,Vincenzo Colombo,Broker,0,41
133,Angelo Esposito,Peripheral,1,39
134,Mario Romano,Peripheral,1,52
135,Vincenzo Romano,Enabler,1,57
136,Salvatore Vitale,Enabler,1,43
137,Luigi Ferrari,Peripheral,1,36
138,Mario Conti,Peripheral,1,51
139,Vincenzo Greco,Broker,1,63
140,Angelo Romano,Enabler,1,64
141,Domenico Ferrari,Peripheral,1,46
142,Francesco Romano,Peripheral,1,57
143,Luigi Conti,Peripheral,1,52
144,Giuseppe Rossi,Enabler,1,44
145,Carlo Ferrari,Peripheral,1,39
146,Salvatore Romano,Enabler,1,46
147,Pietro Ferrari,Enabler,1,43
148,Mario Marino,Broker,1,38
149,Antonio Marino,Peripheral,1,32
150,Marco Marino,Peripheral,1,42
151,Pietro Bianchi,Broker,1,38
152,Mario Gallo,Coordinator,1,39
153,Salvatore Romano,Broker,1,29
154,Luigi Romano,Peripheral,1,35
155,Luigi Greco,Peripheral,1,39
156,Marco Marino,Broker,1,28
157,Giovanni Gallo,Peripheral,1,42
158,Marco Ferrari,Coordinator,1,39
159,Giovanni Romano,Peripheral,1,62
160,Mario Romano,Peripheral,1,54
161,Angelo Greco,Broker,1,62
162,Giuseppe Colombo,Enabler,1,46
163,Salvatore Conti,Peripheral,1,64
164,Paolo Rossi,Peripheral,1,38
165,Angelo Greco,Peripheral,1,37
166,Luigi Russo,Enabler,1,64
167,Luigi Romano,Peripheral,1,57
168,Pietro Bianchi,Peripheral,1,62
169,Giuseppe Rossi,Broker,1,29
170,Giuseppe Marino,Peripheral,1,46
171,Marco Colombo,Peripheral,1,57
172,Luigi Romano,Peripheral,1,40
173,Marco Colombo,Broker,1,47
174,Carlo Greco,Peripheral,1,25
175,Domenico Bianchi,Broker,1,45
176,Vincenzo Romano,Broker,1,60
177,Carlo Romano,Peripheral,1,51
178,Mario Conti,Peripheral,1,62
179,Mario Bianchi,Enabler,1,57
180,Pietro Gallo,Broker,1,49
181,Carlo Marino,Peripheral,1,43
182,Carlo Colombo,Enabler,1,49
183,Francesco Russo,Peripheral,1,64
184,Mario Esposito,Enabler,1,33
185,Vincenzo Esposito,Broker,1,38
186,Francesco Marino,Enabler,1,36
187,Giuseppe Ricci,Peripheral,1,53
188,Giuseppe Ricci,Coordinator,1,64
189,Carlo Rossi,Coordinator,1,55
190,Marco Gallo,Peripheral,1,52
191,Luigi Romano,Enabler,1,48
192,Paolo Conti,Peripheral,1,46
193,Luigi Ferrari,Enabler,1,57
194,Giuseppe Bianchi,Peripheral,1,44
195,Marco Marino,Enabler,1,26
196,Giovanni Bianchi,Peripheral,1,55
197,Francesco Conti,Broker,1,49
198,Giuseppe Marino,Peripheral,1,50
199,Giovanni Bianchi,Peripheral,1,41
200,Francesco Rossi,Peripheral,1,60
201,Giovanni Greco,Peripheral,1,38
202,Carlo Gallo,Peripheral,1,54
203,Domenico Vitale,Peripheral,1,59
204,Angelo Russo,Enabler,1,53
205,Angelo Romano,Peripheral,1,56
206,Salvatore Gallo,Peripheral,1,64
207,Mario Bianchi,Coordinator,1,26
208,Paolo Marino,Peripheral,1,42
209,Luigi Greco,Enabler,1,61
210,Antonio Marino,Enabler,1,27
211,Salvatore Colombo,Broker,1,56
212,Angelo Rossi,Peripheral,1,43
213,Giuseppe Gallo,Enabler,1,43
214,Francesco Conti,Peripheral,1,42
215,Giovanni Ferrari,Peripheral,1,39
216,Giuseppe Esposito,Peripheral,1,49
217,Giuseppe Conti,Enabler,1,47
218,Giovanni Gallo,Peripheral,1,40
219,Antonio Esposito,Enabler,1,58
220,Domenico Gallo,Enabler,1,54
221,Pietro Russo,Broker,1,50
222,Giuseppe Gallo,Peripheral,1,28
223,Paolo Ferrari,Peripheral,1,46
224,Pietro Colombo,Coordinator,1,39
225,Salvatore Conti,Peripheral,1,50
226,Carlo Esposito,Peripheral,1,33
227,Pietro Rossi,Peripheral,1,53
228,Giuseppe Greco,Enabler,1,45
229,Angelo Bruno,Peripheral,1,42
230,Salvatore Russo,Peripheral,1,45
231,Salvatore Bruno,Peripheral,1,26
232,Giovanni Rossi,Peripheral,1,31
233,Giuseppe Greco,Coordinator,1,38
234,Mario Russo,Enabler,1,54
235,Carlo Russo,Peripheral,1,50
236,Giuseppe Bruno,Peripheral,1,56
237,Angelo Russo,Peripheral,1,32
238,Luigi Gallo,Peripheral,1,32
239,Francesco Romano,Broker,1,29
240,Carlo Rossi,Peripheral,1,64
241,Francesco Colombo,Peripheral,1,58
242,Marco Ferrari,Broker,1,33
243,Giovanni Colombo,Peripheral,1,50
244,Domenico Rossi,Peripheral,1,26
245,Antonio Marino,Enabler,1,62
246,Angelo Marino,Peripheral,1,48
247,Luigi Marino,Enabler,1,50
248,Domenico Esposito,Coordinator,1,57
249,Francesco Romano,Enabler,1,46
250,Giuseppe Romano,Enabler,1,62
251,Carlo Colombo,Peripheral,1,54
252,Salvatore Ferrari,Broker,1,32
253,Paolo Greco,Coordinator,1,41
254,Salvatore Russo,Peripheral,1,40
255,Domenico Ferrari,Peripheral,1,39
256,Giovanni Bianchi,Enabler,1,26
257,Angelo Esposito,Peripheral,1,54
258,Antonio Ricci,Enabler,1,35
259,Domenico Vitale,Peripheral,1,42
260,Salvatore Bianchi,Peripheral,1,26
261,Angelo Bianchi,Peripheral,1,57
262,Giovanni Conti,Peripheral,1,53
263,Mario Vitale,Coordinator,1,60
264,Luigi Ricci,Peripheral,1,49
265,Paolo Marino,Enabler,1,49
266,Giovanni Colombo,Peripheral,2,53
267,Domenico Marino,Coordinator,2,30
268,Domenico Rossi,Peripheral,2,64
269,Francesco Bruno,Peripheral,2,58
270,Giuseppe Colombo,Peripheral,2,56
271,Carlo Bruno,Peripheral,2,47
272,Giovanni Bruno,Peripheral,2,34
273,Luigi Ferrari,Enabler,2,35
274,Pietro Bruno,Peripheral,2,45
275,Marco Russo,Peripheral,2,37
276,Vincenzo Gallo,Peripheral,2,43
277,Francesco Gallo,Peripheral,2,28
278,Luigi Vitale,Peripheral,2,37
279,Pietro Bruno,Peripheral,2,61
280,Salvatore Vitale,Enabler,2,50
281,Francesco Gallo,Peripheral,2,63
282,Paolo Vitale,Peripheral,2,26
283,Domenico Greco,Enabler,2,64
284,Angelo Rossi,Peripheral,2,29
285,Paolo Greco,Peripheral,2,48
286,Luigi Esposito,Enabler,2,55
287,Pietro Ferrari,Enabler,2,55
288,Vincenzo Gallo,Peripheral,2,53
289,Salvatore Conti,Peripheral,2,49
290,Giovanni Vitale,Coordinator,2,27
291,Antonio Ferrari,Peripheral,2,41
292,Paolo Gallo,Peripheral,2,60
293,Domenico Esposito,Peripheral,2,60
294,Marco Bianchi,Coordinator,2,25
295,Antonio Vitale,Enabler,2,48
296,Luigi Ferrari,Broker,2,39
297,Domenico Romano,Peripheral,2,49
298,Antonio Ferrari,Broker,2,64
299,Giuseppe Vitale,Peripheral,2,38
300,Salvatore Esposito,Broker,2,43
301,Marco Russo,Peripheral,2,61
302,Vincenzo Colombo,Peripheral,2,39
303,Pietro Esposito,Peripheral,2,55
304,Salvatore Gallo,Peripheral,2,51
305,Marco Vitale,Broker,2,51
306,Carlo Bianchi,Peripheral,2,40
307,Francesco Vitale,Coordinator,2,36
308,Angelo Rossi,Peripheral,2,57
309,Antonio Conti,Enabler,2,27
310,Vincenzo Ferrari,Peripheral,2,52
311,Vincenzo Romano,Peripheral,2,30
312,Mario Marino,Peripheral,2,40
313,Mario Conti,Broker,2,29
314,Angelo Ricci,Enabler,2,25
315,Carlo Romano,Peripheral,2,35
316,Antonio Vitale,Peripheral,2,63
317,Pietro Conti,Peripheral,2,41
318,Domenico Ricci,Peripheral,2,38
319,Salvatore Vitale,Enabler,2,34
320,Angelo Russo,Peripheral,2,56
321,Domenico Gallo,Peripheral,2,51
322,Salvatore Ferrari,Peripheral,2,27
323,Giovanni Marino,Peripheral,2,62
324,Giovanni Bruno,Broker,2,35
325,Francesco Rossi,Peripheral,2,39
326,Salvatore Bruno,Peripheral,2,40
327,Pietro Russo,Broker,2,33
328,Paolo Esposito,Broker,2,47
329,Mario Bruno,Peripheral,2,28
330,Vincenzo Esposito,Peripheral,2,47
331,Luigi Esposito,Peripheral,2,41
332,Giuseppe Esposito,Peripheral,2,51
333,Francesco Bruno,Enabler,2,63
334,Domenico Romano,Enabler,2,50
335,Pietro Romano,Peripheral,2,49
336,Luigi Colombo,Peripheral,2,34
337,Vincenzo Greco,Peripheral,2,37
338,Antonio Colombo,Enabler,2,36
339,Salvatore Romano,Peripheral,2,38
340,Giuseppe Vitale,Peripheral,2,47
341,Vincenzo Romano,Peripheral,2,33
342,Marco Russo,Peripheral,2,62
343,Vincenzo Romano,Peripheral,2,25
344,Pietro Gallo,Peripheral,2,29
345,Giovanni Bianchi,Peripheral,2,28
346,Mario Russo,Broker,2,43
347,Vincenzo Bianchi,Enabler,2,43
348,Francesco Rossi,Coordinator,2,29
349,Giuseppe Vitale,Peripheral,2,44
350,Angelo Rossi,Peripheral,2,32
351,Paolo Russo,Broker,2,46
352,Angelo Rossi,Peripheral,2,63
353,Vincenzo Romano,Enabler,2,52
354,Pietro Russo,Peripheral,2,40
355,Salvatore Ferrari,Peripheral,2,33
356,Francesco Ricci,Peripheral,2,44
357,Carlo Romano,Peripheral,2,54
358,Angelo Romano,Enabler,2,54
359,Carlo Bianchi,Broker,2,44
360,Antonio Greco,Peripheral,2,39
361,Angelo Bianchi,Peripheral,2,48
362,Vincenzo Vitale,Coordinator,2,60
363,Paolo Romano,Enabler,2,30
364,Giuseppe Esposito,Enabler,2,60
365,Vincenzo Bruno,Enabler,2,37
366,Mario Marino,Peripheral,2,37
367,Francesco Marino,Enabler,2,53
368,Paolo Conti,Enabler,2,59
369,Mario Greco,Peripheral,2,47
370,Vincenzo Colombo,Broker,2,34
371,Antonio Romano,Peripheral,2,30
372,Salvatore Colombo,Peripheral,2,52
373,Paolo Vitale,Peripheral,2,39
374,Giovanni Gallo,Coordinator,2,60
375,Vincenzo Colombo,Peripheral,2,25
376,Giovanni Colombo,Peripheral,2,60
377,Angelo Ferrari,Enabler,2,28
378,Giovanni Ferrari,Enabler,2,37
379,Giuseppe Romano,Coordinator,2,62
380,Salvatore Esposito,Enabler,2,51
381,Mario Romano,Enabler,2,56
382,Paolo Greco,Peripheral,2,26
383,Carlo Conti,Enabler,2,50
384,Carlo Russo,Peripheral,2,48
385,Marco Ricci,Peripheral,2,38
386,Mario Bruno,Peripheral,2,59
387,Vincenzo Marino,Peripheral,2,35
388,Giuseppe Conti,Peripheral,2,31
389,Carlo Marino,Coordinator,2,34
390,Paolo Russo,Enabler,2,59
391,Domenico Bruno,Broker,2,33
392,Marco Greco,Peripheral,2,50
393,Vincenzo Bianchi,Peripheral,2,38
394,Vincenzo Conti,Peripheral,2,57
395,Giuseppe Rossi,Peripheral,2,35
396,Carlo Esposito,Broker,2,32
397,Giovanni Gallo,Peripheral,2,61
398,Paolo Romano,Peripheral,2,40
399,Pietro Bruno,Coordinator,2,38
